dimension,steps,h,epsilon,source_sigma,target_sigma,cross_covariance,h5_error,euler_mean_norm,euler_variance,mean_w2_component,covariance_w2_component,w2,source_score_l8,target_score_l8,joint_score_l8,source_hessian_l2,target_hessian_l2,joint_hessian_l2,source_alpha,target_alpha,lemma_joint_alpha,source_M,target_M,lemma_joint_M,H8_source,H8_target,independent_factorization
1,512,0.001953125,0.04,0.5,1.5,0.0,0.04,1.0404448479031476,2.249058383762485,0.04044484790314762,0.00031390492460547925,0.040446066041216366,3.578315733941699,1.1927719113138995,3.609034757185814,4.0,0.4444444444444444,4.0,4.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,True,True,True
1,512,0.001953125,0.04,0.75,2.0,0.0,0.04,1.0496258292326546,3.993293236474621,0.04962582923265457,0.0016773942942494013,0.04965416980120575,2.385543822627799,0.8945789334854247,2.4120730289896275,1.7777777777777777,0.25,1.7777777777777777,1.7777777777777777,0.25,0.25,0.0,0.0,0.0,True,True,True
1,512,0.001953125,0.04,1.0,0.75,0.0,0.04,1.0185406774527843,0.5639663681425604,0.018540677452784315,0.0009769424839622953,0.018566398062767994,1.7891578669708494,2.385543822627799,2.5464990785711614,1.0,1.7777777777777777,1.7777777777777777,1.0,1.7777777777777777,1.0,0.0,0.0,0.0,True,True,True
1,512,0.001953125,0.04,2.0,1.25,0.0,0.04,1.027067761085243,1.5606460326865583,0.027067761085243003,0.0007418070364484386,0.027077923994411387,0.8945789334854247,1.4313262935766795,1.4872785572329401,0.25,0.64,0.64,0.25,0.64,0.25,0.0,0.0,0.0,True,True,True
4,8,0.125,0.0,0.5,1.5,0.0,0.0,1.0000000000000002,2.192412767505261,2.220446049250313e-16,0.03864033423478874,0.03864033423478874,5.1456785128081,1.7152261709360335,5.265582073821485,4.0,0.4444444444444444,4.0,4.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,True,True,True
4,8,0.125,0.0,0.75,2.0,0.0,0.0,1.0,3.5986734802948486,0.0,0.20596600948549826,0.20596600948549826,3.430452341872067,1.286419628202025,3.5329006392412854,1.7777777777777777,0.25,1.7777777777777777,1.7777777777777777,0.25,0.25,0.0,0.0,0.0,True,True,True
4,8,0.125,0.0,1.0,0.75,0.0,0.0,1.0,0.6681030425294927,0.0,0.13475140927236118,0.13475140927236118,2.57283925640405,3.430452341872067,3.911028047667439,1.0,1.7777777777777777,1.7777777777777777,1.0,1.7777777777777777,1.0,0.0,0.0,0.0,True,True,True
4,8,0.125,0.0,2.0,1.25,0.0,0.0,1.0,1.4574795406290415,0.0,0.08547765334090007,0.08547765334090007,1.286419628202025,2.0582714051232402,2.2471190918878086,0.25,0.64,0.64,0.25,0.64,0.25,0.0,0.0,0.0,True,True,True
4,8,0.125,0.04,0.5,1.5,0.0,0.04,1.0402119986934455,2.192412767505261,0.040211998693445494,0.03864033423478874,0.055768093644106655,5.1456785128081,1.7152261709360335,5.265582073821485,4.0,0.4444444444444444,4.0,4.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,True,True,True
4,8,0.125,0.04,0.75,2.0,0.0,0.04,1.047939814523505,3.5986734802948486,0.04793981452350504,0.20596600948549826,0.21147156518058977,3.430452341872067,1.286419628202025,3.5329006392412854,1.7777777777777777,0.25,1.7777777777777777,1.7777777777777777,0.25,0.25,0.0,0.0,0.0,True,True,True
4,8,0.125,0.04,1.0,0.75,0.0,0.04,1.020098061945708,0.6681030425294927,0.020098061945708068,0.13475140927236118,0.1362419700197443,2.57283925640405,3.430452341872067,3.911028047667439,1.0,1.7777777777777777,1.7777777777777777,1.0,1.7777777777777777,1.0,0.0,0.0,0.0,True,True,True
4,8,0.125,0.04,2.0,1.25,0.0,0.04,1.0270681926481475,1.4574795406290415,0.027068192648147527,0.08547765334090007,0.08966111907568583,1.286419628202025,2.0582714051232402,2.2471190918878086,0.25,0.64,0.64,0.25,0.64,0.25,0.0,0.0,0.0,True,True,True
4,16,0.0625,0.0,0.5,1.5,0.0,0.0,1.0000000000000002,2.220494054070335,2.220446049250313e-16,0.01973554591520532,0.01973554591520532,5.1456785128081,1.7152261709360335,5.265582073821485,4.0,0.4444444444444444,4.0,4.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,True,True,True
4,16,0.0625,0.0,0.75,2.0,0.0,0.0,0.9999999999999998,3.7923846840797872,2.220446049250313e-16,0.105190795902943,0.105190795902943,3.430452341872067,1.286419628202025,3.5329006392412854,1.7777777777777777,0.25,1.7777777777777777,1.7777777777777777,0.25,0.25,0.0,0.0,0.0,True,True,True
4,16,0.0625,0.0,1.0,0.75,0.0,0.0,1.0,0.6122821866789071,0.0,0.06496924784981917,0.06496924784981917,2.57283925640405,3.430452341872067,3.911028047667439,1.0,1.7777777777777777,1.7777777777777777,1.0,1.7777777777777777,1.0,0.0,0.0,0.0,True,True,True
4,16,0.0625,0.0,2.0,1.25,0.0,0.0,1.0,1.5065305450242437,0.0,0.04518388059370615,0.04518388059370615,1.286419628202025,2.0582714051232402,2.2471190918878086,0.25,0.64,0.64,0.25,0.64,0.25,0.0,0.0,0.0,True,True,True
