dimension,steps,h,delta,stopped_steps,epsilon,h1_full_horizon_error,target_variance,euler_variance,mean_norm_sq,kl_target_to_euler,conditional_score_l8_to_four,theorem_factor,h3_full_joint_holds,h4_conditional_holds
4,64,0.015625,0.125,56,0.08,0.0064,0.234375,0.250403617259385,0.0004559970575909071,0.00519165062803606,43.81780460041329,262319.2712184017,False,True
4,64,0.015625,0.0625,60,0.0,0.0,0.12109375,0.13794387483638826,0.0,0.016259651481947468,43.81780460041329,4194479.271218401,False,True
4,64,0.015625,0.0625,60,0.02,0.0004,0.12109375,0.13794387483638826,1.309474154219245e-05,0.016307115501490832,43.81780460041329,4194479.271218401,False,True
4,64,0.015625,0.0625,60,0.08,0.0064,0.12109375,0.13794387483638826,0.0002095158646750792,0.017019075794638405,43.81780460041329,4194479.271218401,False,True
4,128,0.0078125,0.375,80,0.0,0.0,0.609375,0.6161402549636528,0.0,0.00012145149396298321,43.81780460041329,3411.6168974139987,False,True
4,128,0.0078125,0.375,80,0.02,0.0004,0.609375,0.6161402549636528,5.483818123034944e-05,0.00016595287233307082,43.81780460041329,3411.6168974139987,False,True
4,128,0.0078125,0.375,80,0.08,0.0064,0.609375,0.6161402549636528,0.000877410899685591,0.0008334735478841629,43.81780460041329,3411.6168974139987,False,True
4,128,0.0078125,0.25,96,0.0,0.0,0.4375,0.4449043115245995,0.0,0.0002800840492186915,43.81780460041329,16559.271218401653,False,True
4,128,0.0078125,0.25,96,0.02,0.0004,0.4375,0.4449043115245995,4.886634906076676e-05,0.00033500186839357377,43.81780460041329,16559.271218401653,False,True
4,128,0.0078125,0.25,96,0.08,0.0064,0.4375,0.4449043115245995,0.0007818615849722681,0.0011587691560150312,43.81780460041329,16559.271218401653,False,True
4,128,0.0078125,0.125,112,0.0,0.0,0.234375,0.24222774541289904,0.0,0.001074263382812593,43.81780460041329,262319.2712184017,False,True
4,128,0.0078125,0.125,112,0.02,0.0004,0.234375,0.24222774541289904,2.774933754284395e-05,0.001131542819351808,43.81780460041329,262319.2712184017,False,True
4,128,0.0078125,0.125,112,0.08,0.0064,0.234375,0.24222774541289904,0.0004439894006855032,0.001990734367440475,43.81780460041329,262319.2712184017,False,True
4,128,0.0078125,0.0625,120,0.0,0.0,0.12109375,0.12920016764401682,0.0,0.00410952141497814,43.81780460041329,4194479.271218401,False,True
4,128,0.0078125,0.0625,120,0.02,0.0004,0.12109375,0.12920016764401682,1.2535825786313253e-05,0.004158034609716671,43.81780460041329,4194479.271218401,False,True
4,128,0.0078125,0.0625,120,0.08,0.0064,0.12109375,0.12920016764401682,0.00020057321258101204,0.004885732530793524,43.81780460041329,4194479.271218401,False,True
4,256,0.00390625,0.375,160,0.0,0.0,0.609375,0.6127447814139303,0.0,3.0355692427088896e-05,43.81780460041329,3411.6168974139987,False,True
4,256,0.00390625,0.375,160,0.02,0.0004,0.609375,0.6127447814139303,5.4474610552989135e-05,7.480699760780384e-05,43.81780460041329,3411.6168974139987,False,True
4,256,0.00390625,0.375,160,0.08,0.0064,0.609375,0.6127447814139303,0.0008715937688478262,0.0007415765753180838,43.81780460041329,3411.6168974139987,False,True
4,256,0.00390625,0.25,192,0.0,0.0,0.4375,0.4411821355433776,0.0,7.004684591224719e-05,43.81780460041329,16559.271218401653,False,True
4,256,0.00390625,0.25,192,0.02,0.0004,0.4375,0.4411821355433776,4.8453628260736036e-05,0.0001249602528219096,43.81780460041329,16559.271218401653,False,True
4,256,0.00390625,0.25,192,0.08,0.0064,0.4375,0.4411821355433776,0.0007752580521717766,0.0009486613564668456,43.81780460041329,16559.271218401653,False,True
4,256,0.00390625,0.125,224,0.0,0.0,0.234375,0.23826081753354955,0.0,0.0002689143145441844,43.81780460041329,262319.2712184017,False,True
4,256,0.00390625,0.125,224,0.02,0.0004,0.234375,0.23826081753354955,2.738411938253027e-05,0.0003263810009805426,43.81780460041329,262319.2712184017,False,True
4,256,0.00390625,0.125,224,0.08,0.0064,0.234375,0.23826081753354955,0.0004381459101204843,0.0011883812975254718,43.81780460041329,262319.2712184017,False,True
4,256,0.00390625,0.0625,240,0.0,0.0,0.12109375,0.125066038149262,0.0,0.0010306771787444574,43.81780460041329,4194479.271218401,False,True
4,256,0.00390625,0.0625,240,0.02,0.0004,0.12109375,0.125066038149262,1.2269342675867307e-05,0.001079728635308544,43.81780460041329,4194479.271218401,False,True
4,256,0.00390625,0.0625,240,0.08,0.0064,0.12109375,0.125066038149262,0.0001963094828138769,0.0018155004837713956,43.81780460041329,4194479.271218401,False,True
4,512,0.001953125,0.375,320,0.0,0.0,0.609375,0.6110566788066952,0.0,7.5878866810045326e-06,43.81780460041329,3411.6168974139987,False,True
4,512,0.001953125,0.375,320,0.02,0.0004,0.609375,0.6110566788066952,5.429392275304952e-05,5.201414420843466e-05,43.81780460041329,3411.6168974139987,False,True
4,512,0.001953125,0.375,320,0.08,0.0064,0.609375,0.6110566788066952,0.0008687027640487923,0.0007184080071198865,43.81780460041329,3411.6168974139987,False,True
4,512,0.001953125,0.25,384,0.0,0.0,0.4375,0.43933606141563586,0.0,1.7514301046503422e-05,43.81780460041329,16559.271218401653,False,True
4,512,0.001953125,0.25,384,0.02,0.0004,0.4375,0.43933606141563586,4.824891764684036e-05,7.24254748426939e-05,43.81780460041329,16559.271218401653,False,True
4,512,0.001953125,0.25,384,0.08,0.0064,0.4375,0.43933606141563586,0.0007719826823494458,0.0008960930817886598,43.81780460041329,16559.271218401653,False,True
4,512,0.001953125,0.125,448,0.0,0.0,0.234375,0.2363077595830982,0.0,6.726294464266119e-05,43.81780460041329,262319.2712184017,False,True
4,512,0.001953125,0.125,448,0.02,0.0004,0.234375,0.2363077595830982,2.7203983018066968e-05,0.00012482343919851396,43.81780460041329,262319.2712184017,False,True
4,512,0.001953125,0.125,448,0.08,0.0064,0.234375,0.2363077595830982,0.0004352637282890715,0.000988230857539192,43.81780460041329,262319.2712184017,False,True
4,512,0.001953125,0.0625,480,0.0,0.0,0.12109375,0.12305958171962716,0.0,0.0002579395982710911,43.81780460041329,4194479.271218401,False,True
4,512,0.001953125,0.0625,480,0.02,0.0004,0.12109375,0.12305958171962716,1.2139285666761291e-05,0.000307262395801762,43.81780460041329,4194479.271218401,False,True
4,512,0.001953125,0.0625,480,0.08,0.0064,0.12109375,0.12305958171962716,0.00019422857066818066,0.0010471043587636022,43.81780460041329,4194479.271218401,False,True
8,16,0.0625,0.375,10,0.0,0.0,0.609375,0.6663562755024419,0.0,0.015515630304957007,115.9310139695155,26818.213543854887,False,True
8,16,0.0625,0.375,10,0.02,0.0004,0.609375,0.6663562755024419,6.024425776148664e-05,0.015560834544772806,115.9310139695155,26818.213543854887,False,True
8,16,0.0625,0.375,10,0.08,0.0064,0.609375,0.6663562755024419,0.0009639081241837863,0.016238898142013347,115.9310139695155,26818.213543854887,False,True
8,16,0.0625,0.25,12,0.0,0.0,0.4375,0.5011583446677521,0.0,0.035291938872021644,115.9310139695155,131999.44811175612,False,True
8,16,0.0625,0.25,12,0.02,0.0004,0.4375,0.5011583446677521,5.51228780194242e-05,0.03534693434262093,115.9310139695155,131999.44811175612,False,True
8,16,0.0625,0.25,12,0.08,0.0064,0.4375,0.5011583446677521,0.0008819660483107872,0.03617186640160841,115.9310139695155,131999.44811175612,False,True
8,16,0.0625,0.125,14,0.0,0.0,0.234375,0.30584514172249366,0.0,0.12990276069680196,115.9310139695155,2098079.4481117562,False,True
8,16,0.0625,0.125,14,0.02,0.0004,0.234375,0.30584514172249366,3.3588660406546964e-05,0.1299576719179143,115.9310139695155,2098079.4481117562,False,True
8,16,0.0625,0.125,14,0.08,0.0064,0.234375,0.30584514172249366,0.0005374185665047514,0.1307813402346003,115.9310139695155,2098079.4481117562,False,True
8,16,0.0625,0.0625,15,0.0,0.0,0.12109375,0.20146128543062342,0.0,0.44043686635362267,115.9310139695155,33555359.44811176,False,True
8,16,0.0625,0.0625,15,0.02,0.0004,0.12109375,0.20146128543062342,1.7204130705477345e-05,0.4404795647079709,115.9310139695155,33555359.44811176,False,True
8,16,0.0625,0.0625,15,0.08,0.0064,0.12109375,0.20146128543062342,0.00027526609128763753,0.44112004002319205,115.9310139695155,33555359.44811176,False,True
8,32,0.03125,0.375,20,0.0,0.0,0.609375,0.6370515571631968,0.0,0.0038879196611053823,115.9310139695155,26818.213543854887,False,True
8,32,0.03125,0.375,20,0.02,0.0004,0.609375,0.6370515571631968,5.7081936731636924e-05,0.003932721322831206,115.9310139695155,26818.213543854887,False,True
8,32,0.03125,0.375,20,0.08,0.0064,0.609375,0.6370515571631968,0.0009133109877061908,0.004604746248715902,115.9310139695155,26818.213543854887,False,True
8,32,0.03125,0.25,24,0.0,0.0,0.4375,0.4680745926949173,0.0,0.008924193339889752,115.9310139695155,131999.44811175612,False,True
8,32,0.03125,0.25,24,0.02,0.0004,0.4375,0.4680745926949173,5.14367271345614e-05,0.008979138350725113,115.9310139695155,131999.44811175612,False,True
8,32,0.03125,0.25,24,0.08,0.0064,0.4375,0.4680745926949173,0.0008229876341529824,0.00980331351325242,115.9310139695155,131999.44811175612,False,True
8,32,0.03125,0.125,28,0.0,0.0,0.234375,0.2677045892168133,0.0,0.033841290656105416,115.9310139695155,2098079.4481117562,False,True
8,32,0.03125,0.125,28,0.02,0.0004,0.234375,0.2677045892168133,3.0082807866731676e-05,0.033897477230931505,115.9310139695155,2098079.4481117562,False,True
8,32,0.03125,0.125,28,0.08,0.0064,0.234375,0.2677045892168133,0.0004813249258677068,0.03474027585332551,115.9310139695155,2098079.4481117562,False,True
8,32,0.03125,0.0625,30,0.0,0.0,0.12109375,0.1572039250819811,0.0,0.12510420762122543,115.9310139695155,33555359.44811176,False,True
8,32,0.03125,0.0625,30,0.02,0.0004,0.12109375,0.1572039250819811,1.4319083552021079e-05,0.12514975064295486,115.9310139695155,33555359.44811176,False,True
8,32,0.03125,0.0625,30,0.08,0.0064,0.12109375,0.1572039250819811,0.00022910533683233726,0.12583289596890124,115.9310139695155,33555359.44811176,False,True
8,64,0.015625,0.375,40,0.0,0.0,0.609375,0.6230082294719597,0.0,0.0009719282402079338,115.9310139695155,26818.213543854887,False,True
8,64,0.015625,0.375,40,0.02,0.0004,0.609375,0.6230082294719597,5.557416149149703e-05,0.001016529706819938,115.9310139695155,26818.213543854887,False,True
8,64,0.015625,0.375,40,0.08,0.0064,0.609375,0.6230082294719597,0.0008891865838639524,0.0016855517059986697,115.9310139695155,26818.213543854887,False,True
8,64,0.015625,0.25,48,0.0,0.0,0.4375,0.45246861871120353,0.0,0.0022383575672217104,115.9310139695155,131999.44811175612,False,True
8,64,0.015625,0.25,48,0.02,0.0004,0.4375,0.45246861871120353,4.970510222267234e-05,0.002293284141316493,115.9310139695155,131999.44811175612,False,True
8,64,0.015625,0.25,48,0.08,0.0064,0.4375,0.45246861871120353,0.0007952816355627575,0.003117182752743114,115.9310139695155,131999.44811175612,False,True
8,64,0.015625,0.125,56,0.0,0.0,0.234375,0.250403617259385,0.0,0.00856225305165026,115.9310139695155,2098079.4481117562,False,True
8,64,0.015625,0.125,56,0.02,0.0004,0.234375,0.250403617259385,2.8499816099431695e-05,0.008619160808038817,115.9310139695155,2098079.4481117562,False,True
8,64,0.015625,0.125,56,0.08,0.0064,0.234375,0.250403617259385,0.0004559970575909071,0.009472777153860967,115.9310139695155,2098079.4481117562,False,True
8,64,0.015625,0.0625,60,0.0,0.0,0.12109375,0.13794387483638826,0.0,0.032519302963894936,115.9310139695155,33555359.44811176,False,True
8,64,0.015625,0.0625,60,0.02,0.0004,0.12109375,0.13794387483638826,1.309474154219245e-05,0.03256676698343852,115.9310139695155,33555359.44811176,False,True
8,64,0.015625,0.0625,60,0.08,0.0064,0.12109375,0.13794387483638826,0.0002095158646750792,0.033278727276586095,115.9310139695155,33555359.44811176,False,True
8,128,0.0078125,0.375,80,0.0,0.0,0.609375,0.6161402549636528,0.0,0.00024290298792596643,115.9310139695155,26818.213543854887,False,True
8,128,0.0078125,0.375,80,0.02,0.0004,0.609375,0.6161402549636528,5.483818123034944e-05,0.0002874043662962761,115.9310139695155,26818.213543854887,False,True
8,128,0.0078125,0.375,80,0.08,0.0064,0.609375,0.6161402549636528,0.000877410899685591,0.0009549250418473682,115.9310139695155,26818.213543854887,False,True
8,128,0.0078125,0.25,96,0.0,0.0,0.4375,0.4449043115245995,0.0,0.000560168098437383,115.9310139695155,131999.44811175612,False,True
8,128,0.0078125,0.25,96,0.02,0.0004,0.4375,0.4449043115245995,4.886634906076676e-05,0.0006150859176127094,115.9310139695155,131999.44811175612,False,True
8,128,0.0078125,0.25,96,0.08,0.0064,0.4375,0.4449043115245995,0.0007818615849722681,0.0014388532052337227,115.9310139695155,131999.44811175612,False,True
8,128,0.0078125,0.125,112,0.0,0.0,0.234375,0.24222774541289904,0.0,0.002148526765625186,115.9310139695155,2098079.4481117562,False,True
8,128,0.0078125,0.125,112,0.02,0.0004,0.234375,0.24222774541289904,2.774933754284395e-05,0.002205806202164401,115.9310139695155,2098079.4481117562,False,True
8,128,0.0078125,0.125,112,0.08,0.0064,0.234375,0.24222774541289904,0.0004439894006855032,0.003064997750253068,115.9310139695155,2098079.4481117562,False,True
8,128,0.0078125,0.0625,120,0.0,0.0,0.12109375,0.12920016764401682,0.0,0.00821904282995628,115.9310139695155,33555359.44811176,False,True
8,128,0.0078125,0.0625,120,0.02,0.0004,0.12109375,0.12920016764401682,1.2535825786313253e-05,0.008267556024694589,115.9310139695155,33555359.44811176,False,True
8,128,0.0078125,0.0625,120,0.08,0.0064,0.12109375,0.12920016764401682,0.00020057321258101204,0.008995253945771886,115.9310139695155,33555359.44811176,False,True
8,256,0.00390625,0.375,160,0.0,0.0,0.609375,0.6127447814139303,0.0,6.071138485417779e-05,115.9310139695155,26818.213543854887,False,True
8,256,0.00390625,0.375,160,0.02,0.0004,0.609375,0.6127447814139303,5.4474610552989135e-05,0.00010516269003489273,115.9310139695155,26818.213543854887,False,True
8,256,0.00390625,0.375,160,0.08,0.0064,0.609375,0.6127447814139303,0.0008715937688478262,0.0007719322677447286,115.9310139695155,26818.213543854887,False,True
8,256,0.00390625,0.25,192,0.0,0.0,0.4375,0.4411821355433776,0.0,0.00014009369182449438,115.9310139695155,131999.44811175612,False,True
8,256,0.00390625,0.25,192,0.02,0.0004,0.4375,0.4411821355433776,4.8453628260736036e-05,0.00019500709873415678,115.9310139695155,131999.44811175612,False,True
8,256,0.00390625,0.25,192,0.08,0.0064,0.4375,0.4411821355433776,0.0007752580521717766,0.0010187082023790928,115.9310139695155,131999.44811175612,False,True
8,256,0.00390625,0.125,224,0.0,0.0,0.234375,0.23826081753354955,0.0,0.0005378286290883688,115.9310139695155,2098079.4481117562,False,True
8,256,0.00390625,0.125,224,0.02,0.0004,0.234375,0.23826081753354955,2.738411938253027e-05,0.0005952953155249491,115.9310139695155,2098079.4481117562,False,True
8,256,0.00390625,0.125,224,0.08,0.0064,0.234375,0.23826081753354955,0.0004381459101204843,0.0014572956120701003,115.9310139695155,2098079.4481117562,False,True
8,256,0.00390625,0.0625,240,0.0,0.0,0.12109375,0.125066038149262,0.0,0.002061354357488915,115.9310139695155,33555359.44811176,False,True
8,256,0.00390625,0.0625,240,0.02,0.0004,0.12109375,0.125066038149262,1.2269342675867307e-05,0.0021104058140530013,115.9310139695155,33555359.44811176,False,True
8,256,0.00390625,0.0625,240,0.08,0.0064,0.12109375,0.125066038149262,0.0001963094828138769,0.002846177662516075,115.9310139695155,33555359.44811176,False,True
8,512,0.001953125,0.375,320,0.0,0.0,0.609375,0.6110566788066952,0.0,1.5175773362009065e-05,115.9310139695155,26818.213543854887,False,True
8,512,0.001953125,0.375,320,0.02,0.0004,0.609375,0.6110566788066952,5.429392275304952e-05,5.960203088943919e-05,115.9310139695155,26818.213543854887,False,True
8,512,0.001953125,0.375,320,0.08,0.0064,0.609375,0.6110566788066952,0.0008687027640487923,0.000725995893800447,115.9310139695155,26818.213543854887,False,True
8,512,0.001953125,0.25,384,0.0,0.0,0.4375,0.43933606141563586,0.0,3.5028602093006844e-05,115.9310139695155,131999.44811175612,False,True
8,512,0.001953125,0.25,384,0.02,0.0004,0.4375,0.43933606141563586,4.824891764684036e-05,8.993977588941937e-05,115.9310139695155,131999.44811175612,False,True
8,512,0.001953125,0.25,384,0.08,0.0064,0.4375,0.43933606141563586,0.0007719826823494458,0.0009136073828356073,115.9310139695155,131999.44811175612,False,True
8,512,0.001953125,0.125,448,0.0,0.0,0.234375,0.2363077595830982,0.0,0.00013452588928532239,115.9310139695155,2098079.4481117562,False,True
8,512,0.001953125,0.125,448,0.02,0.0004,0.234375,0.2363077595830982,2.7203983018066968e-05,0.0001920863838413972,115.9310139695155,2098079.4481117562,False,True
8,512,0.001953125,0.125,448,0.08,0.0064,0.234375,0.2363077595830982,0.0004352637282890715,0.0010554938021820753,115.9310139695155,2098079.4481117562,False,True
8,512,0.001953125,0.0625,480,0.0,0.0,0.12109375,0.12305958171962716,0.0,0.0005158791965421822,115.9310139695155,33555359.44811176,False,True
8,512,0.001953125,0.0625,480,0.02,0.0004,0.12109375,0.12305958171962716,1.2139285666761291e-05,0.0005652019940728531,115.9310139695155,33555359.44811176,False,True
8,512,0.001953125,0.0625,480,0.08,0.0064,0.12109375,0.12305958171962716,0.00019422857066818066,0.0013050439570346933,115.9310139695155,33555359.44811176,False,True
16,16,0.0625,0.375,10,0.0,0.0,0.609375,0.6663562755024419,0.0,0.031031260609914013,355.9775273805918,212821.76389487958,False,True
16,16,0.0625,0.375,10,0.02,0.0004,0.609375,0.6663562755024419,6.024425776148664e-05,0.031076464849730256,355.9775273805918,212821.76389487958,False,True
16,16,0.0625,0.375,10,0.08,0.0064,0.609375,0.6663562755024419,0.0009639081241837863,0.03175452844697124,355.9775273805918,212821.76389487958,False,True
16,16,0.0625,0.25,12,0.0,0.0,0.4375,0.5011583446677521,0.0,0.07058387774404329,355.9775273805918,1054271.6404380894,False,True
16,16,0.0625,0.25,12,0.02,0.0004,0.4375,0.5011583446677521,5.51228780194242e-05,0.07063887321464213,355.9775273805918,1054271.6404380894,False,True
16,16,0.0625,0.25,12,0.08,0.0064,0.4375,0.5011583446677521,0.0008819660483107872,0.07146380527362917,355.9775273805918,1054271.6404380894,False,True
16,16,0.0625,0.125,14,0.0,0.0,0.234375,0.30584514172249366,0.0,0.2598055213936039,355.9775273805918,16782911.64043809,False,True
16,16,0.0625,0.125,14,0.02,0.0004,0.234375,0.30584514172249366,3.3588660406546964e-05,0.25986043261471625,355.9775273805918,16782911.64043809,False,True
16,16,0.0625,0.125,14,0.08,0.0064,0.234375,0.30584514172249366,0.0005374185665047514,0.2606841009314014,355.9775273805918,16782911.64043809,False,True
16,16,0.0625,0.0625,15,0.0,0.0,0.12109375,0.20146128543062342,0.0,0.8808737327072453,355.9775273805918,268441151.6404381,False,True
16,16,0.0625,0.0625,15,0.02,0.0004,0.12109375,0.20146128543062342,1.7204130705477345e-05,0.8809164310615936,355.9775273805918,268441151.6404381,False,True
16,16,0.0625,0.0625,15,0.08,0.0064,0.12109375,0.20146128543062342,0.00027526609128763753,0.8815569063768152,355.9775273805918,268441151.6404381,False,True
16,32,0.03125,0.375,20,0.0,0.0,0.609375,0.6370515571631968,0.0,0.007775839322210765,355.9775273805918,212821.76389487958,False,True
16,32,0.03125,0.375,20,0.02,0.0004,0.609375,0.6370515571631968,5.7081936731636924e-05,0.007820640983936145,355.9775273805918,212821.76389487958,False,True
16,32,0.03125,0.375,20,0.08,0.0064,0.609375,0.6370515571631968,0.0009133109877061908,0.008492665909820396,355.9775273805918,212821.76389487958,False,True
16,32,0.03125,0.25,24,0.0,0.0,0.4375,0.4680745926949173,0.0,0.017848386679779504,355.9775273805918,1054271.6404380894,False,True
16,32,0.03125,0.25,24,0.02,0.0004,0.4375,0.4680745926949173,5.14367271345614e-05,0.017903331690614865,355.9775273805918,1054271.6404380894,False,True
16,32,0.03125,0.25,24,0.08,0.0064,0.4375,0.4680745926949173,0.0008229876341529824,0.01872750685314173,355.9775273805918,1054271.6404380894,False,True
16,32,0.03125,0.125,28,0.0,0.0,0.234375,0.2677045892168133,0.0,0.06768258131221083,355.9775273805918,16782911.64043809,False,True
16,32,0.03125,0.125,28,0.02,0.0004,0.234375,0.2677045892168133,3.0082807866731676e-05,0.06773876788703648,355.9775273805918,16782911.64043809,False,True
16,32,0.03125,0.125,28,0.08,0.0064,0.234375,0.2677045892168133,0.0004813249258677068,0.06858156650943092,355.9775273805918,16782911.64043809,False,True
16,32,0.03125,0.0625,30,0.0,0.0,0.12109375,0.1572039250819811,0.0,0.25020841524245085,355.9775273805918,268441151.6404381,False,True
16,32,0.03125,0.0625,30,0.02,0.0004,0.12109375,0.1572039250819811,1.4319083552021079e-05,0.25025395826418073,355.9775273805918,268441151.6404381,False,True
16,32,0.03125,0.0625,30,0.08,0.0064,0.12109375,0.1572039250819811,0.00022910533683233726,0.2509371035901271,355.9775273805918,268441151.6404381,False,True
16,64,0.015625,0.375,40,0.0,0.0,0.609375,0.6230082294719597,0.0,0.0019438564804158676,355.9775273805918,212821.76389487958,False,True
16,64,0.015625,0.375,40,0.02,0.0004,0.609375,0.6230082294719597,5.557416149149703e-05,0.001988457947028316,355.9775273805918,212821.76389487958,False,True
16,64,0.015625,0.375,40,0.08,0.0064,0.609375,0.6230082294719597,0.0008891865838639524,0.0026574799462070475,355.9775273805918,212821.76389487958,False,True
16,64,0.015625,0.25,48,0.0,0.0,0.4375,0.45246861871120353,0.0,0.004476715134443421,355.9775273805918,1054271.6404380894,False,True
16,64,0.015625,0.25,48,0.02,0.0004,0.4375,0.45246861871120353,4.970510222267234e-05,0.004531641708538647,355.9775273805918,1054271.6404380894,False,True
16,64,0.015625,0.25,48,0.08,0.0064,0.4375,0.45246861871120353,0.0007952816355627575,0.00535554031996438,355.9775273805918,1054271.6404380894,False,True
16,64,0.015625,0.125,56,0.0,0.0,0.234375,0.250403617259385,0.0,0.01712450610330052,355.9775273805918,16782911.64043809,False,True
16,64,0.015625,0.125,56,0.02,0.0004,0.234375,0.250403617259385,2.8499816099431695e-05,0.01718141385968952,355.9775273805918,16782911.64043809,False,True
16,64,0.015625,0.125,56,0.08,0.0064,0.234375,0.250403617259385,0.0004559970575909071,0.018035030205511227,355.9775273805918,16782911.64043809,False,True
16,64,0.015625,0.0625,60,0.0,0.0,0.12109375,0.13794387483638826,0.0,0.06503860592778987,355.9775273805918,268441151.6404381,False,True
16,64,0.015625,0.0625,60,0.02,0.0004,0.12109375,0.13794387483638826,1.309474154219245e-05,0.06508606994733301,355.9775273805918,268441151.6404381,False,True
16,64,0.015625,0.0625,60,0.08,0.0064,0.12109375,0.13794387483638826,0.0002095158646750792,0.06579803024048103,355.9775273805918,268441151.6404381,False,True
16,128,0.0078125,0.375,80,0.0,0.0,0.609375,0.6161402549636528,0.0,0.00048580597585193286,355.9775273805918,212821.76389487958,False,True
16,128,0.0078125,0.375,80,0.02,0.0004,0.609375,0.6161402549636528,5.483818123034944e-05,0.0005303073542217984,355.9775273805918,212821.76389487958,False,True
16,128,0.0078125,0.375,80,0.08,0.0064,0.609375,0.6161402549636528,0.000877410899685591,0.0011978280297724464,355.9775273805918,212821.76389487958,False,True
16,128,0.0078125,0.25,96,0.0,0.0,0.4375,0.4449043115245995,0.0,0.001120336196874766,355.9775273805918,1054271.6404380894,False,True
16,128,0.0078125,0.25,96,0.02,0.0004,0.4375,0.4449043115245995,4.886634906076676e-05,0.0011752540160496483,355.9775273805918,1054271.6404380894,False,True
16,128,0.0078125,0.25,96,0.08,0.0064,0.4375,0.4449043115245995,0.0007818615849722681,0.0019990213036711058,355.9775273805918,1054271.6404380894,False,True
16,128,0.0078125,0.125,112,0.0,0.0,0.234375,0.24222774541289904,0.0,0.004297053531250372,355.9775273805918,16782911.64043809,False,True
16,128,0.0078125,0.125,112,0.02,0.0004,0.234375,0.24222774541289904,2.774933754284395e-05,0.004354332967790031,355.9775273805918,16782911.64043809,False,True
16,128,0.0078125,0.125,112,0.08,0.0064,0.234375,0.24222774541289904,0.0004439894006855032,0.005213524515878698,355.9775273805918,16782911.64043809,False,True
16,128,0.0078125,0.0625,120,0.0,0.0,0.12109375,0.12920016764401682,0.0,0.01643808565991256,355.9775273805918,268441151.6404381,False,True
16,128,0.0078125,0.0625,120,0.02,0.0004,0.12109375,0.12920016764401682,1.2535825786313253e-05,0.016486598854651313,355.9775273805918,268441151.6404381,False,True
16,128,0.0078125,0.0625,120,0.08,0.0064,0.12109375,0.12920016764401682,0.00020057321258101204,0.017214296775728166,355.9775273805918,268441151.6404381,False,True
16,256,0.00390625,0.375,160,0.0,0.0,0.609375,0.6127447814139303,0.0,0.00012142276970835558,355.9775273805918,212821.76389487958,False,True
16,256,0.00390625,0.375,160,0.02,0.0004,0.609375,0.6127447814139303,5.4474610552989135e-05,0.00016587407488907052,355.9775273805918,212821.76389487958,False,True
16,256,0.00390625,0.375,160,0.08,0.0064,0.609375,0.6127447814139303,0.0008715937688478262,0.0008326436525989064,355.9775273805918,212821.76389487958,False,True
16,256,0.00390625,0.25,192,0.0,0.0,0.4375,0.4411821355433776,0.0,0.00028018738364898876,355.9775273805918,1054271.6404380894,False,True
16,256,0.00390625,0.25,192,0.02,0.0004,0.4375,0.4411821355433776,4.8453628260736036e-05,0.00033510079055865116,355.9775273805918,1054271.6404380894,False,True
16,256,0.00390625,0.25,192,0.08,0.0064,0.4375,0.4411821355433776,0.0007752580521717766,0.0011588018942035871,355.9775273805918,1054271.6404380894,False,True
16,256,0.00390625,0.125,224,0.0,0.0,0.234375,0.23826081753354955,0.0,0.0010756572581767376,355.9775273805918,16782911.64043809,False,True
16,256,0.00390625,0.125,224,0.02,0.0004,0.234375,0.23826081753354955,2.738411938253027e-05,0.001133123944613762,355.9775273805918,16782911.64043809,False,True
16,256,0.00390625,0.125,224,0.08,0.0064,0.234375,0.23826081753354955,0.0004381459101204843,0.001995124241157581,355.9775273805918,16782911.64043809,False,True
16,256,0.00390625,0.0625,240,0.0,0.0,0.12109375,0.125066038149262,0.0,0.00412270871497783,355.9775273805918,268441151.6404381,False,True
16,256,0.00390625,0.0625,240,0.02,0.0004,0.12109375,0.125066038149262,1.2269342675867307e-05,0.004171760171541916,355.9775273805918,268441151.6404381,False,True
16,256,0.00390625,0.0625,240,0.08,0.0064,0.12109375,0.125066038149262,0.0001963094828138769,0.00490753202000499,355.9775273805918,268441151.6404381,False,True
16,512,0.001953125,0.375,320,0.0,0.0,0.609375,0.6110566788066952,0.0,3.035154672401813e-05,355.9775273805918,212821.76389487958,False,True
16,512,0.001953125,0.375,320,0.02,0.0004,0.609375,0.6110566788066952,5.429392275304952e-05,7.477780425100417e-05,355.9775273805918,212821.76389487958,False,True
16,512,0.001953125,0.375,320,0.08,0.0064,0.609375,0.6110566788066952,0.0008687027640487923,0.0007411716671620119,355.9775273805918,212821.76389487958,False,True
16,512,0.001953125,0.25,384,0.0,0.0,0.4375,0.43933606141563586,0.0,7.005720418601369e-05,355.9775273805918,1054271.6404380894,False,True
16,512,0.001953125,0.25,384,0.02,0.0004,0.4375,0.43933606141563586,4.824891764684036e-05,0.00012496837798242622,355.9775273805918,1054271.6404380894,False,True
16,512,0.001953125,0.25,384,0.08,0.0064,0.4375,0.43933606141563586,0.0007719826823494458,0.0009486359849277259,355.9775273805918,1054271.6404380894,False,True
16,512,0.001953125,0.125,448,0.0,0.0,0.234375,0.2363077595830982,0.0,0.00026905177857064477,355.9775273805918,16782911.64043809,False,True
16,512,0.001953125,0.125,448,0.02,0.0004,0.234375,0.2363077595830982,2.7203983018066968e-05,0.0003266122731271637,355.9775273805918,16782911.64043809,False,True
